文字	编码	拆分	分类	权重
𡈐	AkCRjO	囗艹亼口	ExtB	100
𨶀	AmCRjO	門⺿亼口	ExtB	100
𨸉	AmCRjO	门艹亼口	ExtB	100
𡈮	AkCTuGsiUm	囗⺿土厶皿	ExtB	100
窋	AvCU	穴屮凵	CJK	9732278
𠕐	ACU	冂屮凵	ExtB	100
𡧨	ACU	宀屮凵	ExtB	100
𠞀	AvCUJd	穴屮凵刂	ExtB	100
𨵯	AmCfUm	門丰皿	ExtB	100
㝮	ACUQsXy	宀屮凵示又	ExtA	100
𥨒	AvCUQsXy	屮凵示又	ExtB	100
𥨺	AvCUUiXp	穴屮凵米攵	ExtB	100
𧟦	AxC	覀丌	ExtB	100
𡨲	ACYi	宀	ExtB	100
牒	ApChZMu	片廿㇗木	CJK	9961952
牃	ApChZMu	爿廿㇗木	CJK	9000001
𨵳	AmChZMu	門廿㇗木	ExtB	100
窦	AvCiZSbNr	穴十乛゛大	CJK	9975228
	AsCiZ	罒十ㄑ	私用区	1
牍	ApCiZSbNr	片十乛゛大	CJK	9926158
將	ApDFc	爿寸	CJK	9354132
⾾	Ad	鬥	康熙部首	100
𡬐	ADhADhADh	宀且宀且宀且	ExtB	100
𡩶	ADhANr	宀且冂大	ExtB	100
𠱵	AkDANr	囗丶冂大	ExtB	100
𡩕	ADBoMu	宀丶日木	ExtB	100
𪺦	ApDvCHiBo	片月艹一日	ExtC	100
𤕶	ApDxiCv	爿夕	ExtB	100
𡨜	ADCgWi	宀丶廾	ExtB	100
扅	AhuDxiDxi	户夕夕	CJK	9000001
𡨆	ADxiDxiHi	宀夕夕一	ExtB	100
𦋲	AsDxiDxiJx	罒夕夕殳	ExtB	100
𨜽	AhuDxiDxiTe	戶夕夕阝	ExtB	100
𥦜	AvDvDv	月月	ExtB	100
㝖	ADxiDxi	宀夕夕	ExtA	100
𡇘	AkDxiDxi	囗夕夕	ExtB	100
𨴢	AmDxiDxi	門夕夕	ExtB	100
𤖻	ApDxiDxi	片夕夕	ExtB	100
覵	AmDvEr	門月見	CJK	9000001
𧢞	AhuDvErEr	户⺝見見	ExtB	100
𧡌	AhuDvEr	戶⺼見	ExtB	100
顅	AhuDvEye	户⺝頁	CJK	9915004
𩓧	ADhEye	宀且頁	ExtB	100
𫖶	AhuDvEye	户⺝页	ExtC	100
獎	ApDFcKq	爿寸犬	CJK	9749878
𤖛	ApDFcBoHi	爿寸日一	ExtB	100
将	ApDxiFc	丬夕寸	CJK	9999914
㢡	ApDFcCg	爿寸廾	ExtA	100
将	ApDxiFc	丬夕寸	兼容增补	100
𨫥	ApDFcJr	爿寸金	ExtB	100
螿	ApDFcKc	爿寸虫	CJK	9761358
螀	ApDxiFcKc	丬夕寸虫	CJK	9000014
𨄚	ApDFcLo	爿寸足	ExtB	100
𤴠	ApDFcL	爿寸疋	ExtB	100
𧽩	ApDFcLt	爿寸走	ExtB	100
槳	ApDFcMu	爿寸木	CJK	9000001
奬	ApDFcNr	爿寸大	CJK	9000001
𡑶	ApDFcRnTu	爿寸人土	ExtB	100
漿	ApDFcSv	爿寸水	CJK	9000001
墏	ApDFcTu	爿寸土	CJK	9359526
醬	ApDFcUy	爿寸酉	CJK	9000001
䵼	ApDFcUaa	爿寸鼎	ExtA	100
䊢	ApDFcUi	爿寸米	ExtA	100
𩱑	ApDFcUli	爿寸鬲	ExtB	100
𩝫	ApDFcUs	爿寸	ExtB	100
𤍵	ApDFcWu	爿寸火	ExtB	100
𫌏	ApDFcYi	爿寸衣	ExtC	100
宔	ADGw	宀丶王	CJK	9766924
罜	AsDGw	罒丶王	CJK	9000001
𢨸	AhuDGw	戶丶王	ExtB	100
𨳳	AmDGw	門丶王	ExtB	100
𤖸	ApDGw	片丶王	ExtB	100
宜	ADh	宀且	CJK	9995080
冝	ADh	冖且	CJK	9723266
𡪀	ADxiHiADxiHi	宀夕一宀夕一	ExtB	100
𢨷	AhuDh	戶且	ExtB	100
宐	ADxiHi	宀夕一	CJK	9766926
𡧧	ADvHi	宀月一	ExtB	100
𣦍	ADhHiLh	宀且一止	ExtB	100
𥦰	AvDxiHiLh	夕一止	ExtB	100
𤕲	ApDh	爿且	ExtB	100
罝	AsDh	罒且	CJK	9322022
𥥐	AvDh	且	ExtB	100
𫆥	AhuDvIPp	户⺝亠几	ExtC	100
𡈸	AkDIiPYs	囗言丿糸	ExtB	100
𨷸	AmDIiPYs	門言丿糸	ExtB	100
𨷴	AmDIiYs	門言糸	ExtB	100
𦋒	AsDJn	罒斤	ExtB	100
𨵐	AmDvJx	門月殳	ExtB	100
鷳	AmDvKi	門月鳥	CJK	9000003
𠮚	AkD	囗丶	ExtB	100
𢩒	AhuDvKb	戶⺼巴	ExtB	100
𧌜	ApDKc	爿虫	ExtB	100
鵳	AhuDvKi	户⺝鳥	CJK	9000012
𤟌	ApDKq	爿犬	ExtB	100
𤟒	ApDKq	爿犬	ExtB	100
𨿱	AhuDvKz	戶⺼隹	ExtB	100
逻	AsDxiL	罒夕辶	CJK	9978904
桨	ApDxiMu	丬夕木	CJK	9975800
𨳉	AmD	門丶	ExtB	100
𦠘	AhuDvMuRnRn	户⺝木人人	ExtB	100
奖	ApDxiNr	丬夕大	CJK	9994484
𪧋	ADxiNv	宀夕女	ExtC	100
𨳿	AmDxiQbu	門夕卜	ExtB	9000001
𦠰	AhuDvQbuBoCi	户⺝⺊日十	ExtB	100
𬮡	AmDxiQbu	门夕卜	ExtE	100
浆	ApDxiSv	丬夕水	CJK	9987458
𤖅	ApDSv	爿水	ExtB	100
𨛯	ADhTe	宀且阝	ExtB	100
酱	ApDxiUy	丬夕酉	CJK	9980830
𥧠	AvDxiUbiGy	夕匕由	ExtB	100
𤖕	ApDUy	爿酉	ExtB	100
𨡓	ApDUy	爿酉	ExtB	100
閒	AmDv	門月	CJK	9000100
肎	ADv	冖⺝	CJK	9000001
𡧓	ADv	宀⺝	ExtB	100
𡨋	ADhVb	宀且八	ExtB	100
肩	AhuDv	户⺝	CJK	9991512
𦙪	AhuDv	户⺝	ExtB	100
𫔮	AmDv	门月	ExtC	100
𦊈	AsDv	罒⺼	ExtB	100
𦚋	AsDv	罒⺝	ExtB	100
𥥃	AvDv	月	ExtB	100
𧟩	AxDv	襾⺝	ExtB	100
𤇵	ADxiWu	宀夕火	ExtB	100
𥥿	AvDxiWu	穴夕火	ExtB	100
察	ADXyQs	宀又示	CJK	9990498
	ApDxi	丬夕	私用区	1
𥦵	AvDvXp	月攵	ExtB	100
𦢳	AhuDvXzPZZZWu	户⺝爫丿ヿヿヿ灬	ExtB	100
𨶫	AmDXyQs	門又示	ExtB	100
罗	AsDxi	罒夕	CJK	9995296
穸	AvDxi	穴夕	CJK	9903466
宛	ADxiZi	宀夕⺋	CJK	9956778
䵫	ADxiZiBw	宀夕⺋黑	ExtA	100
𩈱	ADxiZiEa	宀夕⺋面	ExtB	100
𢮘	ADxiZiFs	宀夕⺋手	ExtB	100
閬	AmDZg	門丶艮	CJK	9981770
㝗	ADZg	宀丶艮	ExtA	100
阆	AmDZg	门丶艮	CJK	9909680
𤗀	ApDZg	片丶艮	ExtB	100
䍚	AsDZg	罒丶艮	ExtA	100
䆡	AvDZg	穴丶艮	ExtA	100
𡫦	ADxiZiHcFc	宀夕⺋辰寸	ExtB	100
𪞏	ADxiZi	冖夕⺋	ExtC	100
剜	ADxiZiJd	宀夕⺋刂	CJK	9947896
鵷	ADxiZiKi	宀夕⺋鳥	CJK	9000004
䗕	ADxiZiKc	宀夕⺋虫	ExtA	100
鹓	ADxiZiKi	宀夕⺋鸟	CJK	9000078
𪂦	ADxiZiKi	宀夕⺋鳥	ExtB	100
𩸪	ADxiZiKv	宀夕⺋魚	ExtB	100
惌	ADxiZiQi	宀夕⺋心	CJK	9871572
𥧉	AvDxiZiQi	穴夕⺋心	ExtB	100
𥧫	AvDZgTe	穴丶阝	ExtB	100
𧯳	ADxiZiUdo	宀夕⺋豆	ExtB	100
𨵟	AmDvZiXy	門月卩又	ExtB	100
𦋉	AsDvZiXy	罒月卩又	ExtB	100
𧟱	AxDvZiXy	襾月卩又	ExtB	100
𧟵	AxDvZiXy	覀月卩又	ExtB	100
聞	AmEe	門耳	CJK	9000017
𡫛	AEiAvAA	宀自⺳冂冂	ExtB	100
㝰	AEiAvIf	宀自穴方	ExtA	100
𤖎	ApEmuAp	爿目片	ExtB	100
署	AsElBo	罒耂日	CJK	9979206
𤗨	ApEvBa	片羽白	ExtB	100
闍	AmElBo	門耂日	CJK	9000023
阇	AmElBo	门耂日	CJK	9926922
署	AsElBo	罒耂日	兼容文字	100
𥧏	AvElBo	耂日	ExtB	100
𨷝	AmEeBoVeRe	門耳日二儿	ExtB	100
窟	AvEsiCU	穴尸屮凵	CJK	9985504
𡨢	AEsiCiO	宀尸十口	ExtB	100
𠟶	AvEsiCUJd	穴尸屮凵刂	ExtB	100
𨵡	AmEsiCU	門尸屮凵	ExtB	100
𨵙	AmEmuCv	門目	ExtB	100
𤖈	ApEdCv	爿歺	ExtB	100
𡧒	AEd	宀歹	ExtB	100
𪧆	AEsiD	宀尸丶	ExtC	100
𡲂	AEsiDh	冂尸且	ExtB	100
𡨉	AEsiDPHz	宀尸丶丿七	ExtB	100
𡪬	AEeDxiTe	宀耳夕阝	ExtB	100
竁	AvEmEmEm	穴毛毛毛	CJK	9000009
𡬁	AElElEl	宀老老老	ExtB	100
𥩊	AvElElEl	老老老	ExtB	100
𡪣	AEmEmEm	宀毛毛毛	ExtB	100
𢀯	AEmuEmuFg	冂目目工	ExtB	100
𢩇	AhuEe	戶耳	ExtB	100
𨭧	AEmuEmuJr	宀目目金	ExtB	100
𡪰	AElEl	宀老老	ExtB	100
𡕹	AEmuEmuL	宀目目夊	ExtB	100
𥨔	AvElEl	老老	ExtB	100
闻	AmEe	门耳	CJK	9996296
𡩏	AEsEmu	宀目	ExtB	100
𦋋	AsEmEm	罒毛毛	ExtB	100
𦌮	AsEmuEmuMu	罒目目木	ExtB	100
𥧢	AvEeEm	耳毛	ExtB	100
𥨵	AvEsEgO	身冎口	ExtB	100
𢀰	AEmuEmuRnFg	冂目目人工	ExtB	100
𥥯	AvEe	穴耳	ExtB	100
𦑗	AhuEvFgRn	户羽人	ExtB	100
賔	AEsGb	宀貝	CJK	9000001
𥧨	AvEsiGb	穴尸貝	ExtB	100
𪧴	AEvGaCCv	宀羽田艹	ExtC	100
𥨋	AvEyaGwCg	穴牙王廾	ExtB	100
𧢘	AEsGbEr	宀貝見	ExtB	100
𪇧	AEsGbKi	宀貝鳥	ExtB	100
𥧺	AvEeGsiO	穴耳厶口	ExtB	100
𨴎	AmEh	門而	ExtB	100
𨵱	AmEsiHgTu	門尸土	ExtB	100
𥧊	AvEsiHgTu	尸土	ExtB	100
𡈴	AkEmuHiWiPYs	囗目一小丿糸	ExtB	100
𡇝	AkEi	囗自	ExtB	100
窮	AvEsJg	穴身弓	CJK	9000003
寡	AEyeJd	宀頁刀	CJK	9974346
𠞛	AhuEvJd	户羽刂	ExtB	100
𤖺	ApEdJd	片歹刂	ExtB	100
𧣉	ApEj	片角	ExtB	100
𧢼	ApEj	爿角	ExtB	100
𡲡	AEsiJdRjZ	冂尸刀亼㇗	ExtB	100
𤖏	ApEbJsi	爿疒矢	ExtB	100
𥨃	AvEsJx	身殳	ExtB	100
闃	AmEmuKq	門目犬	CJK	9986076
𥩍	AvEyaKvBo	穴牙魚日	ExtB	100
𨷌	AmEjKc	門角虫	ExtB	100
阒	AmEmuKq	门目犬	CJK	9907414
𤟵	AhuEmuKq	戶目犬	ExtB	100
𨶑	AmEiKq	門自犬	ExtB	100
𨴛	AmEl	門老	ExtB	100
𨶐	AmEoL	門舌辶	ExtB	100
䦩	AmEmuL	門目夊	ExtA	100
𥥧	AvEl	老	ExtB	100
窅	AvEmu	穴目	CJK	9000073
宒	AEm	宀毛	CJK	9000001
𡧟	AEmu	宀目	ExtB	100
𡆰	AkEm	囗も	ExtB	100
𡇌	AkEmu	囗目	ExtB	100
閐	AmEm	門毛	CJK	9000001
𨸃	AmEm	门毛	ExtB	9000001
𫔝	AmEmu	門目	ExtC	100
㲏	ApEm	片毛	ExtA	100
𥄲	AsEmu	罒目	ExtB	100
闑	AmEiMu	門自木	CJK	9000015
𡩈	AEmuMu	宀目木	ExtB	100
𫔶	AmEiMu	门自木	ExtC	100
𥦃	AvEsiMu	尸木	ExtB	100
宯	AElNz	宀耂子	CJK	9000001
𨵢	AmEmuNr	門目大	ExtB	100
䆩	AvEmuNr	穴目大	ExtA	100
窙	AvElNz	穴耂子	CJK	9000005
𨴹	AmElNz	門耂子	ExtB	100
𫔲	AmElNz	门耂子	ExtC	100
窩	AvEgO	穴冎口	CJK	9000011
𡇜	AkEo	囗舌	ExtB	100
䆼	AvEgOL	穴冎口辶	ExtA	100
𨵧	AmEgO	門冎口	ExtB	100
䦚	AmEo	門舌	ExtA	100
竆	AvEsOO	穴身口口	CJK	9811578
闢	AmEsiOUx	門尸口辛	CJK	9000004
𤗺	ApEsiOUx	片尸口辛	ExtB	100
𤖟	ApEsiOUx	爿尸口辛	ExtB	100
𦌠	AsEsiOUx	罒尸口辛	ExtB	100
𦍁	AsEsiOUxYs	罒尸口辛糸	ExtB	100
窷	AvEePZi	穴耳卩	CJK	9000001
𤖷	ApEp	片皮	ExtB	100
𤿢	AxEp	西皮	ExtB	100
𠖛	AEePZi	冖耳卩	ExtB	100
𡪉	AEePZi	宀耳卩	ExtB	100
𥨚	AvEsPZi	身卩	ExtB	100
罻	AsEsiQsFc	罒尸示寸	CJK	9000011
𣢖	AhuEq	户欠	ExtB	100
𢚞	AEmuQi	冖目心	ExtB	100
𢜇	AEmuQi	宀目心	ExtB	100
㸝	ApEq	片欠	ExtA	100
𥧘	AvEaQ	靣丄	ExtB	100
寥	AEvRnY	宀羽人彡	CJK	9907112
𦘫	AErr	冖肉	ExtB	100
𢩌	AhuErr	户肉	ExtB	100
𫁛	AvEyaRjIce	穴牙亼	ExtC	100
𨴼	AmEr	門見	ExtB	100
𡨳	AElRn	宀老人	ExtB	100
覑	ApEr	片見	CJK	9000003
𡪹	AEvRnQi	宀羽人⺗	ExtB	100
𥨞	AvEvRnQi	穴羽人⺗	ExtB	100
𥦀	AvEr	見	ExtB	100
𫌞	AxEr	覀見	ExtC	100
𨶟	AmEvRnXji	門羽人彐	ExtB	100
䰘	AdEvRnY	鬥羽人彡	ExtA	100
𨶪	AmEvRnY	門羽人彡	ExtB	100
𥧯	AvEvRnY	羽人彡	ExtB	100
𡰮	AEsi	冂尸	ExtB	100
𨉖	AmEs	門身	ExtB	100
䆤	AvEs	穴身	ExtA	100
𥦢	AvEyaTe	牙阝	ExtB	100
𠖪	AEaTuRuKc	冖面土入虫	ExtB	100
𨵠	AmEsiTiU	門尸士凵	ExtB	100
𥨪	AvEsTyi	身邑	ExtB	100
𥥱	AvEdUbi	穴歹匕	ExtB	100
𥥕	AvEsiUbi	穴尸匕	ExtB	100
𫁚	AvEjUdu	角斗	ExtC	100
𡈒	AkEdUbiQi	囗歹匕心	ExtB	100
𥧛	AvEdUbiQi	歹心	ExtB	100
扇	AhuEv	户羽	CJK	9993938
𥧋	AvEsiVhCg	穴尸䒑廾	ExtB	100
𤗜	ApEsiVeZXy	片二コ又	ExtB	100
𥩉	AvEyaWsGa	穴牙⻗田	ExtB	100
闅	AmEmuXp	門目攴	CJK	9960866
䦗	AmEx	門血	ExtA	100
𪧤	AEsXp	宀身攵	ExtC	100
𢾥	AhuEmuXp	戶目攴	ExtB	100
𥨂	AvEsXp	身攵	ExtB	100
𡪅	AEeXyTe	宀耳又阝	ExtB	100
𨝢	AEeXyTe	宀耳又阝	ExtB	100
䆝	AvEx	穴血	ExtA	100
冣	AEeXy	冖耳又	CJK	9723264
㝡	AEeXy	宀耳又	ExtA	100
𥦡	AvEeXy	耳又	ExtB	100
𪞔	AvEeXy	⺳耳又	ExtC	100
穿	AvEya	穴牙	CJK	9998628
𥨳	AvEeYge	耳革	ExtB	100
閕	AmEya	門牙	CJK	9000001
𨵪	AmEye	門頁	ExtB	100
䍓	AsEya	罒牙	ExtA	100
𡈟	AkEmuZg	囗目艮	ExtB	100
𡨅	AEsiZO	宀尸口	ExtB	100
𡩇	AEmuZSp	宀目㇗	ExtB	100
空	AvFg	穴工	CJK	9997716
𥩌	AvFgAvFgAvFg	工工工	ExtB	100
𡨹	AFcAHd	宀寸宀丁	ExtB	100
𡪫	AFgBoBoZ	宀工日日乚	ExtB	100
𥨛	AvFsBoHiPkY	穴扌日一勹	ExtB	100
守	AFc	宀寸	CJK	9996918
団	AkFc	囗寸	CJK	9814022
囿	AkFDv	囗⺝	CJK	9933082
𢜹	AkFDvQi	囗⺝心	ExtB	100
宥	AFDv	宀⺝	CJK	9953162
𠖅	AFDv	冖⺝	ExtB	100
𩰑	AdFDv	鬥⺝	ExtB	100
𨴜	AmFDv	門⺝	ExtB	100
䆜	AvFDv	穴⺝	ExtA	100
𧟶	AxFsDv	覀月	ExtB	100
𧟳	AxFsDv	襾月	ExtB	100
𥨄	AvFgDvXp	穴工⺝攵	ExtB	100
闞	AmFgEeXp	門工耳攵	CJK	9000001
𫁗	AvFsEsiCU	扌尸屮凵	ExtC	100
𡫉	AFgEeFgXy	宀工耳工又	ExtB	100
𡩒	AFsEmu	宀龵目	ExtB	100
𤐍	AsFgEmuWu	罒工目灬	ExtB	100
鬫	AdFgEeXp	鬥工耳攵	CJK	9000001
𡪯	AFgEeXp	宀工耳攵	ExtB	100
阚	AmFgEeXp	门工耳攵	CJK	9760096
䆻	AvFgEeXp	穴工耳攵	ExtA	100
𧠀	AxFgEeXp	覀工耳攵	ExtB	100
𡫮	AFgFgDxiXyRnRn	宀工工夕又人人	ExtB	100
𡫳	AFgFgFgFgCg	宀工工工工	ExtB	100
𢥜	AFgFgFgFgNrQi	宀工工工工大⺗	ExtB	100
𢥛	AFgFgFgFgNrQi	宀工工工工大心	ExtB	100
𡫟	AFgFgFgFgNr	宀工工工工大	ExtB	100
𡫼	AFgFgFgFgNrTu	宀工工工工大土	ExtB	100
𢤑	AFgFgFgFgQi	宀工工工工心	ExtB	100
𡔂	AFgFgFgFgRnVbTu	宀工工工工人丷土	ExtB	100
𥨨	AvFgFgGb	穴工工貝	ExtB	100
𥥙	AvFgFi	工力	ExtB	100
䆢	AvFsFgRn	穴扌人	ExtA	100
𡫙	AFgFgRnRnXy	宀工工人人又	ExtB	100
𧟲	AxFsFs	襾	ExtB	100
宏	AFGsi	宀厶	CJK	9982630
𡧇	AFg	宀工	ExtB	100
𧵿	AFcGb	宀寸貝	ExtB	100
𢩛	AhuFgGb	户工貝	ExtB	100
𨶛	AmFgGb	門工貝	ExtB	100
𤗤	ApFgGb	片工貝	ExtB	100
𥧡	AvFgGb	穴工貝	ExtB	100
翝	AFGsiEv	宀厶羽	CJK	9000003
𧡃	AFGsiEr	宀厶見	ExtB	100
𩓘	AFGsiEye	宀厶頁	ExtB	100
𥨐	AvFgGbJd	工貝刂	ExtB	100
𠠖	AvFgGbJd	穴工貝刂	ExtB	100
𥧂	AvFgGbJd	穴工贝刂	ExtB	100
𡆬	AkFg	囗工	ExtB	100
閎	AmFGsi	門厶	CJK	9000001
闳	AmFGsi	门厶	CJK	9950280
䍔	AsFGsi	罒厶	ExtA	100
䆖	AvFGsi	穴厶	ExtA	100
𫞹	AvFg	穴	ExtD	100
窍	AvFgHiZ	穴工一ㄅ	CJK	9971678
𨴆	AmFsHd	門扌丁	ExtB	100
𫁔	AvFgHkGw	穴工匚王	ExtC	100
穷	AvFi	穴力	CJK	9992750
㘞	AkFi	囗力	ExtA	100
𦌈	AsFsIhNv	罒扌立女	ExtB	100
㲁	AvFgJx	穴工殳	ExtA	100
𥦆	AvFsJx	扌殳	ExtB	100
鵼	AvFgKi	穴工鳥	CJK	9000001
䢘	AFcL	宀寸辶	ExtA	100
𠖁	AFcL	冖寸辶	ExtB	100
𥦤	AvFsMw	扌未	ExtB	100
𪥔	AvFgNr	穴工大	ExtC	100
𫁎	AvFgNzZ	穴工子乚	ExtC	100
𡧣	AFO	宀口	ExtB	100
𡧱	AFgO	宀工口	ExtB	100
𪧊	AFsO	宀扌口	ExtC	100
𩟸	AFgOAFgOUs	宀工口宀工口	ExtB	100
𪃜	AFgOKi	宀工口鳥	ExtB	100
𨳾	AmFO	門口	ExtB	100
𥩃	AvFsOOOMu	扌口口口木	ExtB	100
𡨌	AFcOS	宀寸口丨	ExtB	100
𨜱	AFgOTe	宀工口阝	ExtB	100
𢾒	AFgOXp	宀工口攴	ExtB	100
閉	AmFp	門才	CJK	9309370
团	AkFp	囗才	CJK	9997456
闭	AmFp	门才	CJK	9993332
䦑	AmFgRn	門人	ExtA	100
䆕	AvFgRn	穴人	ExtA	100
𡆺	AkFs	囗手	ExtB	100
䦐	AmFs	門手	ExtA	100
𢪇	ApFs	爿手	ExtB	100
𥤺	AvFs	手	ExtB	100
𡧢	AFgVb	宀工八	ExtB	100
𨴇	AmFgVb	門工丷	ExtB	100
𡮤	AmFpWi	門才小	ExtB	100
𡮩	AmFpWiP	門才小丿	ExtB	100
𥧿	AvFsXzAXy	扌爫冖又	ExtB	100
𤕳	ApFXD	爿乂丶	ExtB	100
𥥛	AvFXD	乂丶	ExtB	100
𢽦	AvFgXp	穴工攴	ExtB	100
𨗫	AsFXyQiL	罒又心辶	ExtB	100
𨳧	AmFXy	門又	ExtB	100
𡇊	AkFYj	囗巾	ExtB	100
買	AsGb	罒貝	CJK	9000012
𪧈	AGa	宀田	ExtC	100
𡈇	AkGsiAkCj	囗厶囗井	ExtB	100
𡬏	AGvAGvAGv	宀玉宀玉宀玉	ExtB	100
𡬀	AGwAGwAGw	宀王宀王宀王	ExtB	100
㧂	AhuGa	户田	ExtA	100
𡈵	AkGwAsHiOYi	囗王罒一口	ExtB	100
𡇍	AkGa	囗田	ExtB	100
𨳸	AmGa	門田	ExtB	100
𠖋	AvGa	㓁田	ExtB	100
賈	AxGb	覀貝	CJK	9000010
閴	AmGb	門貝	CJK	9760142
𧹒	AsGb	罒贝	ExtB	100
𥦎	AvGb	貝	ExtB	100
贾	AxGb	覀贝	CJK	9991530
賈	AxGb	覀貝	兼容文字	100
𥧄	AvGaBoZ	田日乚	ExtB	100
閞	AmGsiCg	門厶廾	CJK	9000002
圗	AkGsiCiAkO	囗厶十囗	CJK	9808272
圗	AkGsiCiAkO	囗厶十囗	兼容增补	100
罼	AsGaCF	罒田艹	CJK	9825922
𡈄	AkGsiCiGa	囗厶十田	ExtB	100
𫔰	AmGsiCg	门厶廾	ExtC	100
𥦌	AvGwCg	王廾	ExtB	100
𫟛	AxGaCi	覀田十	ExtD	100
𢩍	AhuGsiCiO	戶厶十口	ExtB	100
𫑬	AxGaCgTe	覀田廾阝	ExtC	100
𡈱	AkGsiCUPYs	囗厶屮凵丿糸	ExtB	100
𡈫	AkGsiCUYs	囗厶屮凵糸	ExtB	100
㝙	AGwCv	宀王	ExtA	100
罷	AsGsiDvUbiUbi	罒厶⺝匕	CJK	9879482
羆	AsGsiDvUbiUbiWu	罒厶⺝匕灬	CJK	9322010
𧟽	AxGsiDvUbiUbi	襾厶⺼匕	ExtB	100
𨶙	AmGsiDvUbiUbi	門厶⺝匕	ExtB	100
㔥	AsGsiDvUbiUbiFi	罒厶⺝匕力	ExtA	100
𢸇	AsGsiDvUbiUbiFs	罒厶⺼匕手	ExtB	100
𤳷	AsGsiDvUbiUbiGa	罒厶⺝匕田	ExtB	100
𠤩	AsGsiDvUbiUbiUb	罒厶⺝匕	ExtB	100
𤗅	ApGsiDvZ	片厶⺝乚	ExtB	100
𣢵	AhuGsiEq	戶厶欠	ExtB	100
䚑	AsGbEr	罒貝見	ExtA	100
𡩥	AvGsiEv	穴厶羽	ExtB	100
𡇨	AkGaFi	囗田力	ExtB	100
圎	AkGsiGb	囗厶貝	CJK	9000001
𡪓	AGrGb	宀貝	ExtB	100
𦌵	AsGaGaGa	罒田田田	ExtB	100
𦌀	AsGsiGsiGsiRnY	罒厶厶厶人彡	ExtB	100
𤗲	ApGsiGsiGsiRnY	片厶厶厶人彡	ExtB	100
𢐭	AGwGwJgJg	宀王王弓弓	ExtB	100
𨪖	AGwGwJr	冂王王金	ExtB	100
𡬔	AGbGbJr	宀貝貝金	ExtB	100
𦌂	AsGaHiCF	罒田一艹	ExtB	100
𡧹	AGyHi	宀由一	ExtB	100
𡩞	AvGsiHiLh	穴厶一止	ExtB	100
𨴱	AmGsiJsi	門厶矢	ExtB	100
鷶	AsGbKi	罒貝鳥	CJK	9833520
𪆲	AxGbKi	覀貝鳥	ExtB	100
𧔂	AGsiKuKcKc	宀厶牛虫虫	ExtB	100
𡧷	AGsiKu	宀厶牛	ExtB	100
𨴍	AmGsiKu	門厶牛	ExtB	100
𩀺	AsGbKz	罒貝隹	ExtB	100
寓	AGaLa	宀田⽱	CJK	9979908
䦸	AmGaLa	门田⽱	ExtA	100
𥧆	AvGaLa	田⽱	ExtB	100
䴁	AGaLaKi	宀田⽱鳥	ExtA	100
𪄑	AvGsiLKi	穴厶夊鳥	ExtB	100
𫑈	AGaLaL	宀田⽱辶	ExtC	100
閮	AmGrL	門壬廴	CJK	9984004
𡪾	AGaLaQi	宀田⽱心	ExtB	100
𥥶	AvGrL	壬廴	ExtB	100
窠	AvGaMu	穴田木	CJK	9932942
梥	AvGsiMu	穴厶木	CJK	9000001
𪧌	AGsiMu	宀厶木	ExtC	100
𨵚	AmGaMu	門田木	ExtB	100
𤖇	ApGaMu	爿田木	ExtB	100
𡤔	AsGbNvGsiO	罒貝女厶口	ExtB	100
𡨒	AGwNr	宀王大	ExtB	100
囼	AkGsiO	囗厶口	CJK	9000001
𠕡	AGsiOQi	冂厶口心	ExtB	100
窓	AvGsiQi	穴厶心	CJK	9732276
𩴬	AsGbQg	罒貝鬼	ExtB	100
罳	AsGaQi	罒田心	CJK	9000022
𠖓	AGaQi	冖田心	ExtB	100
寳	AGwRWiGb	宀王⺈小貝	CJK	9893150
䆓	AvGsiRe	穴厶儿	ExtA	100
𨳝	AmGr	門壬	ExtB	100
𫎚	AsGbRS	罒貝⺈亅	ExtC	100
寳	AGwRWiGb	宀王⺈小貝	兼容增补	100
𡫷	AGwRWiJr	宀王⺈小金	ExtB	100
𡪪	AGwRWiNr	宀王⺈小大	ExtB	100
𡇺	AkGsiReWu	囗厶儿灬	ExtB	100
𧟺	AxGwRjZd	覀王亽龴	ExtB	100
閘	AmGs	門甲	CJK	9309368
囜	AkGsi	囗厶	CJK	9000001
㘡	AkGs	囗甲	ExtA	100
闸	AmGs	门甲	CJK	9987204
㝐	AvGsi	穴厶	ExtA	100
䆘	AvGs	穴甲	ExtA	100
𨞝	AxGbTe	覀貝阝	ExtB	100
𨴻	AmGaTu	門田土	ExtB	100
𤖃	ApGaTu	爿田土	ExtB	100
𧶶	AsGbTcXy	罒貝又	ExtB	100
寶	AGwUfGb	宀王缶貝	CJK	9867932
寚	AGwUf	宀王缶	CJK	9941262
𡩧	AGwUf	宀王缶	ExtB	100
𧟾	AxGwUf	覀王缶	ExtB	100
䴐	AGwUfGbKi	宀王缶貝鳥	ExtA	100
𡫿	AGwUfJr	宀王缶金	ExtB	100
𤭄	AGwUw	冂王瓦	ExtB	100
𤭾	AxGwUw	西王瓦	ExtB	100
閠	AmGv	門玉	CJK	9000001
宝	AGv	宀玉	CJK	9996102
𥦕	AvGaVb	穴田八	ExtB	100
国	AkGv	囗玉	CJK	9999600
𧟪	AxGv	西玉	ExtB	100
閏	AmGw	門王	CJK	9781964
𡮨	AsGbWi	罒貝小	ExtB	100
囯	AkGw	囗王	CJK	9000001
闰	AmGw	门王	CJK	9944742
